candidate_id,gross_list_status,gross_list_name,canonical_product_id,slug,brand,model,family,current_status,provisional_decision,final_decision,decision_change_reason,rank,score,confidence,trusted_active_total,safe_proposal_total,source_count,price_evidence,matchability_risk,variant_decision,query_readiness,main_reason,promotion_or_removal_trigger,evidence_basis,candidate_origin,hierarchy_role,kg_status,matcher_guard_conflict,lexical_clean_hits,lexical_nordic_de_hits
CAND-0124,duplicate_consolidated,ARP Axxe,8dfdbc0b-5fd7-4e42-adfa-c4fd70cb1ad2,arp-arp-axxe-modified-analog-synth-1979-1981-black-orange,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0125,duplicate_consolidated,ARP Axxe,de4c0040-d9d8-4e34-80e8-012c35ecee43,arp-arp-axxe-mk1-monophonic-analog-synthesizer-1975-1978-black-gold,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0126,variant_split,ARP Odyssey,058417ac-05c4-4fc2-9e79-5e4896455dcd,arp-arp-odyssey-mk-ii-2813-with-sub-oscillator-kit-installed,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0127,variant_split,ARP Odyssey,106e0f92-49d2-4589-9c23-821650688c85,arp-arp-2800-odyssey-mark-ii-monophonic-vintage-analog-synthesizer,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0128,variant_split,ARP Odyssey,26d5edbc-008b-4895-ad0b-994775eb0bdb,arp-arp-2800-odyssey-mark-i-monophonic-analog-synthesizer-4023-filter-black-gold-serviced,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0129,variant_split,ARP Odyssey,2f111942-2641-4def-93be-847e77b4a5f7,arp-arp-odyssey-2813-original-made-in-the-usa-pro-serviced-w-restoration-by-phil-cirocco,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0130,variant_split,ARP Odyssey,396e435d-26c7-4229-969f-382452341e15,arp-korg-arp-odyssey-fs-k3-analog-synth-diy-kit,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0131,variant_split,ARP Odyssey,39ac1bf8-5f2d-4bc7-b139-a7f8b6aa2e46,arp-rare-arp-odyssey-mki-2800-gold-and-black-serviced,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0132,variant_split,ARP Odyssey,3ccf3aef-a7f9-4200-bf0a-52fad3b10793,arp-arp-2823-odyssey-monophonic-analog-synthesizer-1979-1981-black-orange,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0133,variant_split,ARP Odyssey,4bbcddd1-52b5-4f98-bbde-aa23c0eeb305,arp-arp-odyssey-mki-2800-1974-black--gold-modified--restored,Arp,Odyssey MKI 2800 1974 Black & Gold Modified & Restored,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,1,1,"median 20730 DKK (p25 20730 / p75 20730, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0134,variant_split,ARP Odyssey,518cbf42-0f79-4b97-abe3-fc0feb7eba84,arp-vintage-arp-odyssey-mkii-2813--pratt-read-keyboard-1975,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0135,variant_split,ARP Odyssey,55c28cf7-8635-45e1-8c1d-b5dcaf3ff353,arp-used-set-of-34-original-arp-odyssey-mk-iii-2823-sliders-for-refurbishing-parts-repair,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0136,variant_split,ARP Odyssey,569e95fb-a4c2-4ed7-8315-922dfc802f66,arp-arp-odyssey-mkii-2810--black--gold--vintage-analog-synthesizer-w-4035-filter,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0137,variant_split,ARP Odyssey,619cf153-ee3b-4e05-8145-df29e6607162,arp-arp-arp-odyssey-fs-analog-synth-diy-kit-2023,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0138,variant_split,ARP Odyssey,694553e9-7550-4e18-8963-d3c84ca882cc,arp-arp-odyssey-mk-i-model-2800-1974-white,Arp,Odyssey Mk I Model 2800 1974 - White,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0139,variant_split,ARP Odyssey,6eecb00f-623b-4fda-b022-f2ed98564b5e,arp-fully-restored-1978-arp-odyssey-iii-2823,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0140,variant_split,ARP Odyssey,922828d3-c1fe-4ae7-90e8-419471eb2b88,arp-arp-2823-odyssey-mark-iii-monophonic-analog-synthesizer-1979-1981-black-orange,Arp,2823 Odyssey Mark III Monophonic Analog Synthesizer 1979 - 1981 - Black / Orange,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,3,1,"median 21437 DKK (p25 17149 / p75 22606, n=3)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0141,variant_split,ARP Odyssey,93fe42fb-40e5-4f40-8e20-66d85dd9e8d7,arp-arp-2813-odyssey-mark-ii-vintage,Arp,2813 Odyssey Mark II (Vintage),,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,1,1,"median 17994 DKK (p25 17994 / p75 17994, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0142,variant_split,ARP Odyssey,b8bca0ab-a6ef-4dd6-bcb1-731ef112a3c0,arp-arp-odyssey-mkiii-2823,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0143,variant_split,ARP Odyssey,bfaa7d03-48bb-4408-b580-cf2281f4adc9,arp-arp-odyssey-mkii-2813,Arp,Odyssey MKII 2813,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,1,1,"median 972 DKK (p25 972 / p75 972, n=1)",0 deferrals; 2 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0144,variant_split,ARP Odyssey,d3abe1ce-c70c-43bf-b204-cd8d3944fc9b,arp-vintage-arp-odyssey-mkii-2813--case-only,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0145,variant_split,ARP Odyssey,d9ee2ee9-917e-4c32-8b47-ad00821f3703,arp-arp-odyssey-fs-analog-synthesizer-diy-kit-regular,Arp,Odyssey FS Analog Synthesizer DIY Kit Regular,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0146,variant_split,ARP Odyssey,ff2f5191-2533-4275-ac7d-4735991f2dc7,arp-odyssey-1,Arp,Odyssey 1,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0147,duplicate_consolidated,ARP Pro Soloist,65ddc188-c651-450d-854a-1b3a8d43ad30,arp-original-arp-pro-soloist--pro-dgx-synthesizer-rom-chip-z8-board-c,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0148,duplicate_consolidated,ARP Pro Soloist,9cca29f3-6429-4aa5-ad50-576bd765197a,arp-pro-soloist,Arp,Pro-Soloist,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,13,1,"median 641 DKK (p25 130 / p75 16059, n=13)",7 deferrals (ambiguous_tie:4 non_product_intent:3); 3 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0149,duplicate_consolidated,ARP Pro Soloist,af64a9eb-79d4-4926-92ab-dfd44488d419,arp-arp-pro-soloist-slider-knob,Arp,Pro Soloist Slider Knob,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,1 deferrals (ambiguous_tie:1); 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0150,duplicate_consolidated,ARP Pro Soloist,cc7390e7-68a9-4f23-ae95-ef50a7a5ee78,arp-original-arp-pro-soloist--pro-dgx-synthesizer-rom-chip-z3-board-b,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0151,variant_split,ARP Quadra,0fe1534b-157b-46dc-aae3-c442e7eae90d,arp-arp-quadra-1978-ultra-rare-from-70s-80s-professional-synthesizer-cleaned--full-checked-legend,Arp,Quadra 1978✅ ULTRA RARE from ´70s -´80s✅ Professional Synthesizer✅ Cleaned & Full Checked ✅Legend,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 1 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0152,variant_split,ARP Quadra,237e39ec-96b8-4b43-bec2-1bd6a56b15d0,arp-used-set-of-35-original-arp-quadra-sliders-for-refurbishing-parts-repair,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0153,variant_split,ARP Quadra,64d832bb-2ade-4a24-ba52-f8d536b43a2e,arp-arp-quadra-1978-legend--ultra-rare-from-70s-80s-professional-synthesizer-cleaned--full-checked,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0154,variant_split,ARP Quadra,9412a22f-0435-4588-ae7b-22e60edcdb40,arp-arp-quadra-2463-synthesizer-serviced,Arp,Quadra 2463 Synthesizer (Serviced),,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0155,variant_split,ARP Quadra,d65cb750-b1ed-442e-aee7-e412e4afce7b,arp-arp-quadra-serviced-keyboard-synthesizer-analog-synth-rare-vintage,Arp,Quadra Serviced Keyboard Synthesizer Analog Synth Rare Vintage,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,1,0,1,"median 52149 DKK (p25 52149 / p75 52149, n=1)",0 deferrals; 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0156,duplicate_consolidated,ARP Solina String Ensemble,b1775a25-3e17-42da-a827-2f9a50b7e7e6,arp-arp-solina-string-ensemble-1970s-wood-og-volume-pedal-included,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0157,duplicate_consolidated,ARP Solina String Ensemble,db244339-1874-4032-b205-fb7c408de5b4,arp-solina-string-ensemble,Arp,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0158,duplicate_consolidated,Buchla 200 / 200e Series,2785b36a-0bd5-4dde-9832-f526fb246621,buchla-200e-series,Buchla,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0159,duplicate_consolidated,Buchla 200 / 200e Series,d3114a5a-c7d6-4693-b1f0-bf6594cb8b34,buchla-200-series,Buchla,200 Series,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,5,1,"median 1513 DKK (p25 401 / p75 2915, n=5)",1 deferrals (brand_mismatch:1); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0160,duplicate_consolidated,Casio CZ-101 / CZ-1 / CZ-5000,6455c2b1-89dc-4444-80f3-e2b7f9f6f31d,casio-cz-1,Casio,,,standard/qa_only,,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,0,0,,0 deferrals; 0 rejected,,,Mapped from the gross list; no observable Klup supply.,,"gross_list+klup_trusted+klup_dryrun+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
CAND-0161,duplicate_consolidated,Casio CZ-101 / CZ-1 / CZ-5000,692c888e-2afb-4b26-b994-7454c0414130,casio-cz-5000,Casio,CZ-5000,,standard/qa_only,excluded,excluded,Mapped from gross list in 03A; not previously reconciled.,,,,0,16,1,"median 4106 DKK (p25 429 / p75 5652, n=16)",4 deferrals (ambiguous_tie:4); 0 rejected,,,Mapped from the gross list but evidence is below the threshold for a canonical page.,,"gross_list+klup_trusted+klup_dryrun+single_source_only+no_incumbent_query(nordic/de evidence unavailable, not zero)",gross_list_336,,exact_kg_product,,,
