candidate_id,source_origin,source_row_label,brand,family_or_model,hierarchy_role,reconciliation_state,kg_mapping,canonical_product_id,slug,final_decision,score,confidence,lifecycle_proposal,decision_reason
GL-0308,gross_list_336,Neumann	KM84 / KM184,Neumann,KM 184,,variant_split,exact_kg_product,b3ffe2a2-6810-4054-94a2-f12bced18d3d,neumann-km-184,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0309,gross_list_336,Neumann	KM84 / KM184,Neumann,"Neumann KM184 Stereo Set Ni (Unidirectional) (Nickel) (Official Japanese Product, 3-Year Warranty) (Condenser Microphone)",,variant_split,exact_kg_product,e8b9d340-1084-45ba-b37b-8d53e8685e81,neumann-neumann-neumann-km184-stereo-set-ni-unidirectional-nickel-official-japanese-product-3-year-warranty-condenser-microphone,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0310,gross_list_336,Neumann	M49 / M50,Neumann,TLM 49,,exact_match,exact_kg_product,616921f9-d77d-40c8-89dd-b7bf13c183c9,neumann-tlm-49,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0311,gross_list_336,Neumann	PEV / PEVb,Neumann,PEV / PEVb,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0312,gross_list_336,Neumann	TLM 103,Neumann,TLM 103,,duplicate_consolidated,exact_kg_product,35044f99-0871-4294-8dbd-32afeefcc5db,neumann-tlm-103,reserve,58,medium,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Neumann TLM 103""."
GL-0313,gross_list_336,Neumann	TLM 103,Neumann,TLM 103,,duplicate_consolidated,exact_kg_product,0717ccf9-29ea-4084-bb77-a76d92278881,neumann-neumann-tlm-103-mt-studio-set-kit-microfono-a-condensatore-con-supporto-antivibrazione,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0314,gross_list_336,Neumann	TLM 103,Neumann,TLM 103,,duplicate_consolidated,exact_kg_product,3e2b0fbd-a10e-4f36-8126-b0fd119ba49b,neumann-neumann-tlm-103-microfono-a-condensatore-a-diaframma-largo,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0315,gross_list_336,Neumann	TLM 103,Neumann,Neumann TLM 103 Studio Set (with shock mount) (TLM103) (3-year domestic warranty) (EA1) (condenser microphone),,duplicate_consolidated,exact_kg_product,615a8dac-1826-4255-9f97-eea73c529ec5,neumann-neumann-neumann-tlm-103-studio-set-with-shock-mount-tlm103-3-year-domestic-warranty-ea1-condenser-microphone,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0316,gross_list_336,Neumann	TLM 103,Neumann,TLM 103,,duplicate_consolidated,exact_kg_product,a35b5ad9-283a-466f-b03c-efdc8b18de94,neumann-neumann-tlm-103-mono-set-microfono-a-condensatore-a-diaframma-largo,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0317,gross_list_336,Neumann	TLM 103,Neumann,Neumann TLM 103 (Unidirectional Large-Diaphragm Condenser Microphone),,duplicate_consolidated,exact_kg_product,f7204933-ae11-41b8-b608-fa856f67bfe5,neumann-neumann-neumann-tlm-103-unidirectional-large-diaphragm-condenser-microphone,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0318,gross_list_336,Neumann	U47,Neumann,U 47,,duplicate_consolidated,exact_kg_product,320e7e96-e759-4bce-bd14-230e9fed84bf,neumann-u47,reserve,52,low,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03.
GL-0319,gross_list_336,Neumann	U47,Neumann,U-47,,duplicate_consolidated,exact_kg_product,0e5dca68-6608-497e-90f2-2099e2096200,neumann-u-47,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0320,gross_list_336,Neumann	U47,Neumann,U47 FET Collector's Edition,,duplicate_consolidated,exact_kg_product,1ca3b5b3-f065-4cda-9815-89133bf58410,neumann-neumann-u47-fet-collectors-edition,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0321,gross_list_336,Neumann	U47,Neumann,U47 FET,,duplicate_consolidated,exact_kg_product,bd405050-82b7-4f90-a991-77c281b1b207,neumann-u47-fet,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0322,gross_list_336,Neumann	U67,Neumann,U67,,exact_match,exact_kg_product,9637ace0-336f-41d2-bc0c-d122e75b73dd,neumann-u67,reserve,56,low,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03.
GL-0323,gross_list_336,Neumann	U87 / U87 Ai,Neumann,U 87 Ai,matchable_canonical_product,variant_split,exact_kg_product,a7e63634-c60e-40bc-aa7f-5c1b918d8b7a,neumann-u87ai,core,72,medium,support=supported;visibility=private;monitoring=unchanged,"Retained. Gross-list family ""Neumann U87 / U87 Ai""."
GL-0324,gross_list_336,Neumann	U87 / U87 Ai,Neumann,U87 / U87 Ai,,variant_split,exact_kg_product,0213e6ee-def3-47e1-a7fe-83dc9152a519,neumann-neumann-u87-vintage-2x-truly-matched-pair-year-1979-1980-serial-nr-36181-36184,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0325,gross_list_336,Neumann	U87 / U87 Ai,Neumann,U87 Ai,,variant_split,exact_kg_product,3977728d-bfbe-4b1d-9342-6dc37cb56989,neumann-u87-ai,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0326,gross_list_336,Neumann	U87 / U87 Ai,Neumann,U87 / U87 Ai,,variant_split,exact_kg_product,40ebb4b3-6a2b-4fad-ab5a-2d88b5416e95,neumann-neumann-u87-ai-mt-stereo-set-coppia-di-microfoni-a-condensatore-a-diaframma-largo,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0327,gross_list_336,Neumann	U269,Neumann,U269,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0328,gross_list_336,Neumann	V402,Neumann,V402,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0329,gross_list_336,New England Digital	Synclavier I / II,New England Digital,Synclavier I / II,,no_kg_match,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
GL-0330,gross_list_336,Novation	Bass Station,Novation,Bass Station,,variant_split,exact_kg_product,3f425343-c63b-4d7a-8b4b-9b115679ea11,novation-novation-bass-station-ii-analogue-synth,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0331,gross_list_336,Novation	Bass Station,Novation,Bass Station II,,variant_split,exact_kg_product,666dc5e3-7a50-4f55-90ff-fef267ca9db0,novation-novation-bass-station-ii,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0332,gross_list_336,Novation	Bass Station,Novation,Bass Station,,variant_split,exact_kg_product,67d4e217-ca91-4236-a335-dc1302da365d,novation-super-bass-station,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0333,gross_list_336,Novation	Bass Station,Novation,Bass Station II Analog Synthesizer Swifty Edition,,variant_split,exact_kg_product,83b2f431-cdd0-405f-b5c0-deca123b4721,novation-novation-bass-station-ii-analog-synthesizer-swifty-edition,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0334,gross_list_336,Novation	Bass Station,Novation,Bass Station Rack,,variant_split,exact_kg_product,9d4ba678-0148-4d9f-9f6e-3e19f0a6e597,novation-bass-station-rack,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0335,gross_list_336,Novation	Bass Station,Novation,Bass Station II 25-Key Synthesizer,,variant_split,exact_kg_product,b969b3e8-6a44-455e-ac8d-659a367ee101,novation-novation-bass-station-ii-25-key-synthesizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0336,gross_list_336,Novation	Bass Station,Novation,Bass Station,,variant_split,exact_kg_product,c906208e-21f1-4aec-83eb-57e3156010f9,novation-novation-bass-station-ii-analog-synthesizer-keyboard-25-key-open-box-like-new,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0337,gross_list_336,Novation	Bass Station,Novation,Bass Station,,variant_split,exact_kg_product,cdc9c353-8412-44f0-9f7d-f5e0eee3d3ad,novation-bass-station,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0338,gross_list_336,Novation	Bass Station,Novation,Bass Station II,,variant_split,exact_kg_product,cef40460-946f-45ac-a7a7-c1aba9770ad4,novation-bass_station2,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0339,gross_list_336,Novation	Supernova I / II,Novation,SuperNova,,exact_match,exact_kg_product,be6a0d01-4ad0-45d0-ac8d-35d45df27fed,novation-supernova,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0340,gross_list_336,Oberheim	DMX / DX,Oberheim,DMX,,variant_split,exact_kg_product,96b18c9d-ef54-4d4e-b253-f37e5bcab413,oberheim-dmx,reserve,43,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Oberheim DMX / DX""."
GL-0341,gross_list_336,Oberheim	DMX / DX,Oberheim,DMX / DX,,variant_split,exact_kg_product,03739141-a868-4ec8-b94f-23bd9caf7de0,oberheim-reverb-oberheim-dx-sample-pack,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0342,gross_list_336,Oberheim	DMX / DX,Oberheim,DX,,variant_split,exact_kg_product,6d2c2b0e-31e3-499b-80cc-0559ad0ba6c3,oberheim-dx,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0343,gross_list_336,Oberheim	DMX / DX,Oberheim,DMX / DX,,variant_split,exact_kg_product,7ef4d666-575f-4745-979d-0408c86d9a30,oberheim-reverb-oberheim-dmx-sample-pack,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0344,gross_list_336,Oberheim	Matrix-6 / Matrix-12,Oberheim,Matrix-6 / Matrix-12,,duplicate_consolidated,exact_kg_product,2ea6067a-c5d1-4eef-9467-a06d811b9a73,oberheim-oberheim-xpander-no-oberheim-matrix-12-us-version--rare-synthesizer-original-state--full-cleaned--checked,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0345,gross_list_336,Oberheim	Matrix-6 / Matrix-12,Oberheim,Matrix-6 / Matrix-12,,duplicate_consolidated,exact_kg_product,49950992-5a9a-49fd-8732-e4c51c0bfa50,oberheim-oberheim-xpander-no-oberheim-matrix-12-perfectus-version--rare-synthesizer-original-state--full-cleaned--checked-vintage-professional-synthesizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0346,gross_list_336,Oberheim	Matrix-6 / Matrix-12,Oberheim,Matrix-6 / Matrix-12,,duplicate_consolidated,exact_kg_product,cc875028-1c9a-49fb-99c8-88c44ad50039,oberheim-matrix-12,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0347,gross_list_336,Oberheim	OB-6,Oberheim,OB-6,,duplicate_consolidated,exact_kg_product,586ded17-8e1b-40b0-a2b5-2a27b24ca2f3,oberheim-dave-smith-instruments-oberheim-ob-6-analog-synthesizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0348,gross_list_336,Oberheim	OB-6,Oberheim,OB-6,,duplicate_consolidated,exact_kg_product,701780e5-c006-40ec-af94-c5a50e659a52,oberheim-sequential-oberheim-ob-6-module,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0349,gross_list_336,Oberheim	OB-6,Oberheim,OB-6,,duplicate_consolidated,exact_kg_product,a2644cc2-8ab3-45ea-82bf-b50103833bab,oberheim-oberheim-ob-6-by-sequential-6-voice-polyphonic-analog-synthesizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0350,gross_list_336,Oberheim	OB-8,Oberheim,OB-8,,exact_match,exact_kg_product,a424fd04-572b-4f1b-a07a-a586b4f55c4a,oberheim-ob-8,reserve,44,low,support=reserve;visibility=private;monitoring=none,"NEW from gross list ""Oberheim OB-8""."
GL-0351,gross_list_336,Oberheim	OB-SX,Oberheim,OB-SX,,exact_match,exact_kg_product,5541ea7a-08c4-4c0d-b566-4ed5ad3ddaea,oberheim-ob-sx,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0352,gross_list_336,Oberheim	OB-X,Oberheim,OB-X,,exact_match,exact_kg_product,1acf5130-9c9e-4ed5-923f-87dc7cfef20d,oberheim-ob-x,incumbent_removed,47,medium,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03.
GL-0353,gross_list_336,Oberheim	OB-Xa,Oberheim,OB-Xa,,duplicate_consolidated,exact_kg_product,ed747820-9953-4055-a71f-7d745ebaeb6f,oberheim-ob-xa,incumbent_removed,48,medium,support=reserve;visibility=private;monitoring=none,Unchanged from Prompt 03.
GL-0354,gross_list_336,Oberheim	OB-Xa,Oberheim,OB-Xa,,duplicate_consolidated,exact_kg_product,7b62575c-f5ef-4d44-9ed8-0f1c67acb43f,oberheim-oberheim-ob-xa-solid-walnut-replacement-wood-sides,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0355,gross_list_336,Oberheim	OB-Xa,Oberheim,OB-Xa,,duplicate_consolidated,exact_kg_product,b5d94d47-3395-4f30-a3fb-9c70d096c316,oberheim-oberheim-ob-xa-walnut-replacement-wood-sides-black,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0356,gross_list_336,Oberheim	SEM,Oberheim,SEM,,exact_match,exact_kg_product,ae2fbe5f-1944-4723-989d-87e7fdaf4cbd,oberheim-sem,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0357,gross_list_336,Oberheim	Two-Voice / Four-Voice / Eight-Voice,Oberheim,Two Voice Pro,,variant_split,exact_kg_product,451b9e71-108e-4fa5-8dce-837e41ceaff5,oberheim-two_voice_pro,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0358,gross_list_336,Oberheim	Two-Voice / Four-Voice / Eight-Voice,Oberheim,Two-Voice / Four-Voice / Eight-Voice,,variant_split,exact_kg_product,7cc17c6d-46d1-4bbb-9651-3bd56739bc12,oberheim-eight-voice,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0359,gross_list_336,Oberheim	Two-Voice / Four-Voice / Eight-Voice,Oberheim,Two Voice,,variant_split,exact_kg_product,7e205d58-eff1-4be6-b0a5-f6644c634638,oberheim-two-voice,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0360,gross_list_336,Oberheim	Two-Voice / Four-Voice / Eight-Voice,Oberheim,Four Voice,,variant_split,exact_kg_product,bdaedbe1-558c-4bfa-a1b6-ba406f1cd831,oberheim-four-voice,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0361,gross_list_336,Oberheim	Xpander,Oberheim,Xpander,,duplicate_consolidated,exact_kg_product,2ea6067a-c5d1-4eef-9467-a06d811b9a73,oberheim-oberheim-xpander-no-oberheim-matrix-12-us-version--rare-synthesizer-original-state--full-cleaned--checked,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0362,gross_list_336,Oberheim	Xpander,Oberheim,Xpander,,duplicate_consolidated,exact_kg_product,49950992-5a9a-49fd-8732-e4c51c0bfa50,oberheim-oberheim-xpander-no-oberheim-matrix-12-perfectus-version--rare-synthesizer-original-state--full-cleaned--checked-vintage-professional-synthesizer,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0363,gross_list_336,Oberheim	Xpander,Oberheim,Xpander,,duplicate_consolidated,exact_kg_product,58ec06d4-8a6b-4efa-9a9f-8388c1d53d5b,oberheim-xpander,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0364,gross_list_336,Oberheim	Xpander,Oberheim,Xpander,,duplicate_consolidated,exact_kg_product,81ce3b08-e891-4227-a4cd-5616c8bc18c4,oberheim-oberheim-ob-3-drawbar-organ-expander,excluded,,,support=known;visibility=private;monitoring=none,Mapped from gross list in 03A; not previously reconciled.
GL-0365,gross_list_336,Optigan	Music Maker,Optigan,Music Maker,,no_kg_match_brand_absent,no_kg_product,,,no_kg_product,,,registry_only:no_kg_row,"Gross-list family with no KG product; cannot be scraped, matched or priced today."
